Wall time,Step,Value
1728318217.3150535,25433,3.076258659362793
1728318260.2091627,25473,3.0716278553009033
1728318303.0435693,25513,3.1021006107330322
1728318341.8134189,25553,3.0707497596740723
1728318387.6215806,25593,3.08095383644104
1728318426.9254,25633,3.0685172080993652
1728318469.8511908,25673,3.054950475692749
1728318513.166893,25713,3.070995330810547
1728318552.0490577,25753,3.0749754905700684
1728318619.0965202,25793,3.0785281658172607
1728318657.6916838,25833,3.0647921562194824
1728318751.676887,25873,3.064361810684204
1728318794.3868096,25913,3.0833778381347656
1728318832.9135003,25953,3.0644497871398926
1728318873.6853302,25993,3.055189847946167
1728318928.3890896,26033,3.043055772781372
1728319222.8412547,26073,3.0452523231506348
1728319270.7395282,26113,3.065269947052002
1728319375.6656742,26153,3.053586959838867
1728319414.5733428,26193,3.0544965267181396
1728319454.5591137,26233,3.0568864345550537
1728319493.3577452,26273,3.034742832183838
1728319536.795347,26313,3.0397417545318604
1728319575.4267912,26353,3.047734022140503
1728319617.2098787,26393,3.042109489440918
1728320064.5782526,26433,3.0296428203582764
1728320303.202446,26473,3.04490327835083
1728320422.1933563,26513,3.028789520263672
1728320618.240754,26553,3.076188087463379
1728320722.8216546,26593,3.037029266357422
1728321361.7304387,26633,3.057431221008301
1728321400.5115788,26673,3.027435064315796
1728321439.5199711,26713,3.0244357585906982
1728321478.7012053,26753,3.0240485668182373
1728321520.0200427,26793,3.0436956882476807
1728321558.45052,26833,3.0191233158111572
1728321601.6614985,26873,3.036341905593872
1728321640.458096,26913,3.055723190307617
1728321679.3082778,26953,3.0291943550109863
1728321718.0457323,26993,3.013244867324829
1728321761.0818007,27033,3.0218262672424316
1728321799.9509704,27073,3.013862371444702
1728321838.7338147,27113,3.011837959289551
1728321877.6553125,27153,3.0178093910217285
1728321918.7064335,27193,3.0213828086853027
1728321957.3710907,27233,3.013592481613159
1728321996.1264987,27273,3.0134501457214355
1728322036.6318257,27313,3.025052785873413
1728322075.2077682,27353,3.0086636543273926
1728322129.9368317,27393,3.021139144897461
1728322168.2959445,27433,3.0118465423583984
1728322206.914363,27473,3.0066280364990234
1728322264.773272,27513,3.003944158554077
1728322308.759124,27553,3.004110336303711
1728322349.4751518,27593,3.013913869857788
1728322388.0711617,27633,3.007392168045044
1728322426.4886408,27673,3.0170300006866455
1728322476.409478,27713,2.9929802417755127
1728322519.6429143,27753,3.0269253253936768
1728322558.267958,27793,3.00968074798584
1728322597.0458896,27833,2.9958014488220215
1728322635.8919585,27873,2.9972736835479736
1728322674.5409203,27913,3.0004048347473145
1728322726.9320753,27953,2.9983913898468018
1728322867.876457,27993,2.998228073120117
1728323102.4294195,28033,2.9876632690429688
1728323145.4310608,28073,2.9961233139038086
1728323343.0893657,28113,2.9980366230010986
1728323381.7104783,28153,3.0112221240997314
1728323421.6696515,28193,2.99023699760437
1728323460.7801087,28233,3.0018258094787598
1728323500.3801124,28273,2.986067295074463
1728323545.5887346,28313,2.984827995300293
1728323584.6842813,28353,2.9868812561035156
1728323715.5832949,28393,2.9855406284332275
1728323756.2626705,28433,2.9969685077667236
1728323807.2246969,28473,2.9841794967651367
1728323850.629287,28513,2.986201763153076
1728323939.7199829,28553,2.991896390914917
1728323978.9325771,28593,3.0022716522216797
1728324018.3296058,28633,2.9853250980377197
1728324064.2328014,28673,2.9919939041137695
1728324179.7526648,28713,2.979358196258545
1728324231.2005706,28753,2.983370542526245
1728324283.3599026,28793,2.977309465408325
1728324322.0135186,28833,2.983186721801758
1728324453.9102612,28873,2.9774837493896484
1728324626.8207405,28913,2.9722883701324463
1728324678.8179228,28953,2.970533609390259
1728324721.8793592,28993,2.9752233028411865
1728324796.6942132,29033,2.982576608657837
1728324835.5005543,29073,2.9634621143341064
1728324878.5703676,29113,2.9820265769958496
1728324917.3406413,29153,3.001225709915161
1728324958.4556463,29193,2.980548620223999
1728324998.7011814,29233,2.977264165878296
1728325037.6037881,29273,2.976933717727661
1728325077.6810484,29313,2.9767630100250244
1728325116.490281,29353,2.9742307662963867
1728325156.615865,29393,2.9665729999542236
1728325195.3143244,29433,2.9729089736938477
1728325234.0232618,29473,2.9839088916778564
1728325272.9420311,29513,2.961982250213623
1728325311.7254496,29553,2.966402292251587
1728325352.5623934,29593,2.9723942279815674
1728325393.5953412,29633,2.9659581184387207
1728325432.2037923,29673,2.966856002807617
1728325470.9111922,29713,2.9735076427459717
1728325511.266281,29753,2.975573778152466
1728325551.8038383,29793,2.972308874130249
1728325591.0156753,29833,2.9788148403167725
1728325629.7451646,29873,2.969904899597168
1728325668.3805285,29913,2.9705936908721924
1728325707.7074337,29953,2.9648311138153076
1728325749.1119988,29993,2.969088315963745
1728325788.1620839,30033,2.968715190887451
1728325827.2518513,30073,2.9604320526123047
1728325870.393545,30113,2.9704694747924805
1728325909.172284,30153,2.97286057472229
1728325948.1669414,30193,2.969560384750366
1728325986.9363518,30233,2.9725515842437744
1728326025.8270686,30273,2.9786453247070312
1728326064.6993153,30313,2.964134454727173
1728326103.6406868,30353,2.9691553115844727
